ensembl_gene_id	external_gene_name	ensembl_transcript_id	description	chromosome_name	start_position	end_position	strand
18908	WBGene00013052	scrm-7	Y50E8A.9c.1	Phospholipid scramblase  [Source:UniProtKB/TrEMBL;Acc:L8E6X3]	V	14778336	14779714	-1
18909	WBGene00013053	Y50E8A.10	Y50E8A.10.1		V	14779996	14781078	1
18910	WBGene00013054	Y50E8A.11	Y50E8A.11.1		V	14781493	14782209	1
18911	WBGene00013055	Y50E8A.12	Y50E8A.12a.1		V	14782658	14784065	-1
18912	WBGene00013055	Y50E8A.12	Y50E8A.12b.1		V	14782658	14784065	-1
18913	WBGene00013055	Y50E8A.12	Y50E8A.12c.1		V	14782658	14784065	-1
18914	WBGene00013058	clec-247	Y51A2A.1.1	C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:Q9XWQ0]	V	18282897	18290590	1
18915	WBGene00013060	Y51A2A.4	Y51A2A.4a.1		V	18290942	18291348	1
18916	WBGene00013060	Y51A2A.4	Y51A2A.4b		V	18290942	18291348	1
18917	WBGene00013061	Y51A2A.5	Y51A2A.5.1		V	18298806	18300713	1
18918	WBGene00013062	Y51A2A.6	Y51A2A.6.1		V	18302714	18303506	1
18919	WBGene00013063	clec-249	Y51A2A.7.1	C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:G5EEM2]	V	18305181	18305571	-1
18920	WBGene00013064	clec-248	Y51A2A.11.1	C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:G5EEM2]	V	18294359	18294749	1
18921	WBGene00013066	Y51A2B.2	Y51A2B.2.1		V	18374494	18376755	1
18922	WBGene00013067	nhr-288	Y51A2B.3.1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:O45954]	V	18380620	18382690	-1
18923	WBGene00013068	Y51A2B.4	Y51A2B.4.1		V	18386252	18389146	-1
18924	WBGene00013069	Y51A2B.5	Y51A2B.5.1		V	18389280	18391337	1
18925	WBGene00013070	Y51A2B.6	Y51A2B.6.1		V	18392007	18394303	-1
18926	WBGene00013071	Y51A2B.8	Y51A2B.8.1		V	18379119	18379289	1
18927	WBGene00013072	Y51A2D.1	Y51A2D.1a.1		V	18508873	18512632	1
18928	WBGene00013072	Y51A2D.1	Y51A2D.1b		V	18508873	18512632	1
18929	WBGene00013073	hmit-1.1	Y51A2D.4.1	H(+) MyoInositol coTransporter  [Source:UniProtKB/TrEMBL;Acc:Q9XXR3]	V	18516789	18523875	1
18930	WBGene00013074	hmit-1.2	Y51A2D.5.1	H(+) MyoInositol coTransporter  [Source:UniProtKB/TrEMBL;Acc:Q9XXQ9]	V	18524760	18529156	1
18931	WBGene00013075	Y51A2D.7	Y51A2D.7a		V	18533924	18549129	1
18932	WBGene00013075	Y51A2D.7	Y51A2D.7b.1		V	18533924	18549129	1
18933	WBGene00013075	Y51A2D.7	Y51A2D.7b.2		V	18533924	18549129	1
18934	WBGene00013076	Y51A2D.8	Y51A2D.8.1		V	18550022	18553867	-1
18935	WBGene00013077	ttr-24	Y51A2D.9a.1	TransThyretin-Related family domain  [Source:UniProtKB/TrEMBL;Acc:Q9XXR4]	V	18555387	18556643	-1
18936	WBGene00013077	ttr-24	Y51A2D.9b.1	TransThyretin-Related family domain  [Source:UniProtKB/TrEMBL;Acc:Q9XXR4]	V	18555387	18556643	-1
18937	WBGene00013077	ttr-24	Y51A2D.9b.2	TransThyretin-Related family domain  [Source:UniProtKB/TrEMBL;Acc:Q9XXR4]	V	18555387	18556643	-1
18938	WBGene00013078	ttr-25	Y51A2D.10a.1	TransThyretin-Related family domain  [Source:UniProtKB/TrEMBL;Acc:F3Y5P3]	V	18556714	18558099	1
18939	WBGene00013078	ttr-25	Y51A2D.10b.1	TransThyretin-Related family domain  [Source:UniProtKB/TrEMBL;Acc:F3Y5P3]	V	18556714	18558099	1
18940	WBGene00013079	ttr-26	Y51A2D.11.1	TransThyretin-Related family domain  [Source:UniProtKB/TrEMBL;Acc:Q9XXR5]	V	18558748	18560308	-1
18941	WBGene00013079	ttr-26	Y51A2D.11.2	TransThyretin-Related family domain  [Source:UniProtKB/TrEMBL;Acc:Q9XXR5]	V	18558748	18560308	-1
18942	WBGene00013080	Y51A2D.13	Y51A2D.13a.1		V	18573056	18579784	-1
18943	WBGene00013080	Y51A2D.13	Y51A2D.13b.1		V	18573056	18579784	-1
18944	WBGene00013081	Y51A2D.14	Y51A2D.14.1		V	18582658	18582963	1
18945	WBGene00013081	Y51A2D.14	Y51A2D.14.2		V	18582658	18582963	1
18946	WBGene00013082	grdn-1	Y51A2D.15a.1	Girdin homolog  [Source:UniProtKB/Swiss-Prot;Acc:F3Y5P4]	V	18592754	18614101	1
18947	WBGene00013082	grdn-1	Y51A2D.15b.1	Girdin homolog  [Source:UniProtKB/Swiss-Prot;Acc:F3Y5P4]	V	18592754	18614101	1
18948	WBGene00013082	grdn-1	Y51A2D.15c.1	Girdin homolog  [Source:UniProtKB/Swiss-Prot;Acc:F3Y5P4]	V	18592754	18614101	1
18949	WBGene00013083	Y51A2D.18	Y51A2D.18.1		V	18481131	18487258	-1
18950	WBGene00013085	mpz-6	Y51B9A.3.1	Multiple PDZ domain protein  [Source:UniProtKB/TrEMBL;Acc:Q9XXC3]	II	9405539	9407114	-1
18951	WBGene00013086	arrd-2	Y51B9A.4.1	ARRestin Domain protein  [Source:UniProtKB/TrEMBL;Acc:Q9XXC4]	II	9407769	9409017	1
18952	WBGene00013087	Y51B9A.5	Y51B9A.5.1		II	9404146	9404779	1
18953	WBGene00013088	Y51B9A.6	Y51B9A.6a.1		II	9400717	9403187	-1
18954	WBGene00013088	Y51B9A.6	Y51B9A.6b.1		II	9400717	9403187	-1
18955	WBGene00013089	Y51B9A.7	Y51B9A.7.1		II	9400053	9400567	1
18956	WBGene00013090	Y51B9A.8	Y51B9A.8.1		II	9398866	9399828	1
18957	WBGene00013091	Y51B9A.9	Y51B9A.9.1		II	9395493	9397596	-1
18958	WBGene00013093	cup-14	Y51H1A.2a.1		II	13855788	13872315	-1
18959	WBGene00013093	cup-14	Y51H1A.2b.1		II	13855788	13872315	-1
18960	WBGene00013093	cup-14	Y51H1A.2c.1		II	13855788	13872315	-1
18961	WBGene00013093	cup-14	Y51H1A.2d.1		II	13855788	13872315	-1
18962	WBGene00013093	cup-14	Y51H1A.2e.1		II	13855788	13872315	-1
18963	WBGene00013093	cup-14	Y51H1A.2e.2		II	13855788	13872315	-1
18964	WBGene00013093	cup-14	Y51H1A.2e.3		II	13855788	13872315	-1
18965	WBGene00013093	cup-14	Y51H1A.2e.4		II	13855788	13872315	-1
18966	WBGene00013093	cup-14	Y51H1A.2e.5		II	13855788	13872315	-1
18967	WBGene00013094	Y51H1A.3	Y51H1A.3a.1		II	13872869	13875423	1
18968	WBGene00013094	Y51H1A.3	Y51H1A.3a.2		II	13872869	13875423	1
18969	WBGene00013094	Y51H1A.3	Y51H1A.3b.1		II	13872869	13875423	1
18970	WBGene00013094	Y51H1A.3	Y51H1A.3b.2		II	13872869	13875423	1
18971	WBGene00013095	ing-3	Y51H1A.4.1	Inhibitor of growth protein  [Source:UniProtKB/TrEMBL;Acc:Q9XWJ8]	II	13876034	13882585	1
18972	WBGene00013096	mcd-1	Y51H1A.6a.1	Modifier of cell death  [Source:UniProtKB/Swiss-Prot;Acc:B7FAS0]	II	13888583	13898394	1
18973	WBGene00013096	mcd-1	Y51H1A.6b.1	Modifier of cell death  [Source:UniProtKB/Swiss-Prot;Acc:B7FAS0]	II	13888583	13898394	1
18974	WBGene00013096	mcd-1	Y51H1A.6b.2	Modifier of cell death  [Source:UniProtKB/Swiss-Prot;Acc:B7FAS0]	II	13888583	13898394	1
18975	WBGene00013098	Y51H4A.1	Y51H4A.1.1		IV	16474044	16477192	-1
18976	WBGene00013100	zip-7	Y51H4A.4a.1	BZIP transcription factor family  [Source:UniProtKB/TrEMBL;Acc:Q9NAE4]	IV	16503249	16505682	-1
18977	WBGene00013100	zip-7	Y51H4A.4b	BZIP transcription factor family  [Source:UniProtKB/TrEMBL;Acc:Q9NAE4]	IV	16503249	16505682	-1
18978	WBGene00013101	Y51H4A.5	Y51H4A.5.1		IV	16522529	16526132	-1
18979	WBGene00013102	Y51H4A.6	Y51H4A.6.1		IV	16533661	16533962	1
18980	WBGene00013103	Y51H4A.7	Y51H4A.7.1	Probable urocanate hydratase  [Source:UniProtKB/Swiss-Prot;Acc:Q9NAE2]	IV	16535730	16542894	-1
18981	WBGene00013103	Y51H4A.7	Y51H4A.7.2	Probable urocanate hydratase  [Source:UniProtKB/Swiss-Prot;Acc:Q9NAE2]	IV	16535730	16542894	-1
18982	WBGene00013104	Y51H4A.8	Y51H4A.8.1		IV	16575102	16578549	-1
18983	WBGene00013105	fip-7	Y51H4A.10.1	Fungus-Induced Protein  [Source:UniProtKB/TrEMBL;Acc:Q9NAD9]	IV	16626228	16626458	1
18984	WBGene00013106	set-26	Y51H4A.12.1	Histone-lysine N-methyltransferase set-26  [Source:UniProtKB/Swiss-Prot;Acc:Q9U263]	IV	16646791	16655883	-1
18985	WBGene00013107	Y51H4A.13	Y51H4A.13.1		IV	16641702	16646373	-1
18986	WBGene00013109	Y51H4A.15	Y51H4A.15.1		IV	16656613	16657359	1
18987	WBGene00013111	sta-1	Y51H4A.17a.1	Signal transducer and activator of transcription 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9NAD6]	IV	16664320	16671467	1
18988	WBGene00013111	sta-1	Y51H4A.17b.1	Signal transducer and activator of transcription 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9NAD6]	IV	16664320	16671467	1
18989	WBGene00013111	sta-1	Y51H4A.17c.1	Signal transducer and activator of transcription 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9NAD6]	IV	16664320	16671467	1
18990	WBGene00013116	Y51H4A.22	Y51H4A.22.1		IV	16720715	16722736	1
18991	WBGene00013117	Y51H4A.23	Y51H4A.23.1		IV	16722916	16723892	1
18992	WBGene00013118	Y51H4A.24	Y51H4A.24.1		IV	16737177	16739778	-1
18993	WBGene00013119	Y51H4A.25	Y51H4A.25a.1		IV	16736329	16743178	1
18994	WBGene00013119	Y51H4A.25	Y51H4A.25a.2		IV	16736329	16743178	1
18995	WBGene00013119	Y51H4A.25	Y51H4A.25b.1		IV	16736329	16743178	1
18996	WBGene00013119	Y51H4A.25	Y51H4A.25c		IV	16736329	16743178	1
18997	WBGene00013119	Y51H4A.25	Y51H4A.25d.1		IV	16736329	16743178	1
18998	WBGene00013119	Y51H4A.25	Y51H4A.25e.1		IV	16736329	16743178	1
18999	WBGene00013120	fipr-28	Y51H4A.26.1	FIP (Fungus-Induced Protein) Related  [Source:UniProtKB/TrEMBL;Acc:Q95Q19]	IV	16627976	16628441	1
19000	WBGene00013121	spe-38	Y52B11A.1.1		I	10964473	10966348	-1
19001	WBGene00013122	impt-1	Y52B11A.2a.1		I	10966394	10970166	-1
19002	WBGene00013122	impt-1	Y52B11A.2b.1		I	10966394	10970166	-1
19003	WBGene00013123	Y52B11A.3	Y52B11A.3a.1		I	10970493	10980111	1
19004	WBGene00013123	Y52B11A.3	Y52B11A.3b.1		I	10970493	10980111	1
19005	WBGene00013124	Y52B11A.4	Y52B11A.4.1		I	10979607	11004283	-1
19006	WBGene00013124	Y52B11A.4	Y52B11A.4.2		I	10979607	11004283	-1
19007	WBGene00013125	clec-92	Y52B11A.5.1	C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:Q9XWF3]	I	11015486	11017497	1
19008	WBGene00013126	mltn-2	Y52B11A.7.1	MLt-TeN (Mlt-10) related  [Source:UniProtKB/TrEMBL;Acc:Q9U257]	I	11018571	11025653	-1
19009	WBGene00013127	Y52B11A.8	Y52B11A.8.1	Phospholipase A2-like protein Y52B11A.8  [Source:UniProtKB/Swiss-Prot;Acc:Q9U256]	I	11032339	11034055	1
19010	WBGene00013128	dxbp-1	Y52B11A.9.1	Downstream of XBP-1  [Source:UniProtKB/TrEMBL;Acc:Q9XWF2]	I	11034057	11038857	-1
19011	WBGene00013128	dxbp-1	Y52B11A.9.2	Downstream of XBP-1  [Source:UniProtKB/TrEMBL;Acc:Q9XWF2]	I	11034057	11038857	-1
19012	WBGene00013129	Y52B11A.10	Y52B11A.10.1		I	11039056	11052494	1
19013	WBGene00013130	Y52B11B.1	Y52B11B.1.1		I	11123740	11124094	1
19014	WBGene00013131	Y52B11C.1	Y52B11C.1.1		I	11163811	11168736	-1
19015	WBGene00013132	strd-1	Y52D3.1a.1	STE20-related kinase adapter protein strd-1  [Source:UniProtKB/Swiss-Prot;Acc:G5ECN5]	III	10947446	10951169	1
19016	WBGene00013132	strd-1	Y52D3.1a.2	STE20-related kinase adapter protein strd-1  [Source:UniProtKB/Swiss-Prot;Acc:G5ECN5]	III	10947446	10951169	1
19017	WBGene00013132	strd-1	Y52D3.1b	STE20-related kinase adapter protein strd-1  [Source:UniProtKB/Swiss-Prot;Acc:G5ECN5]	III	10947446	10951169	1
19018	WBGene00013135	rga-2	Y53C10A.4.1	Rho GTPase Activating protein  [Source:UniProtKB/TrEMBL;Acc:Q9XW53]	I	11979401	11985612	1
19019	WBGene00013136	Y53C10A.5	Y53C10A.5.1		I	11998781	12002643	1
19020	WBGene00013136	Y53C10A.5	Y53C10A.5.2		I	11998781	12002643	1
19021	WBGene00013137	Y53C10A.6	Y53C10A.6a.1		I	12002552	12004997	-1
19022	WBGene00013137	Y53C10A.6	Y53C10A.6b.1		I	12002552	12004997	-1
19023	WBGene00013138	Y53C10A.10	Y53C10A.10.1		I	12020756	12028313	1
19024	WBGene00013139	Y53C12A.3	Y53C12A.3.1		II	9704882	9706240	-1
19025	WBGene00013140	mop-25.2	Y53C12A.4.1	MO25-like protein 2  [Source:UniProtKB/Swiss-Prot;Acc:O18211]	II	9701402	9703732	-1
19026	WBGene00013140	mop-25.2	Y53C12A.4.2	MO25-like protein 2  [Source:UniProtKB/Swiss-Prot;Acc:O18211]	II	9701402	9703732	-1
19027	WBGene00013141	Y53C12A.6	Y53C12A.6a.1		II	9717478	9717775	-1
19028	WBGene00013141	Y53C12A.6	Y53C12A.6b.1		II	9717478	9717775	-1
19029	WBGene00013142	Y53C12A.7	Y53C12A.7.1		II	9700543	9701839	1
19030	WBGene00013143	Y53C12B.1	Y53C12B.1.1		II	9742982	9746074	-1
19031	WBGene00013144	pno-1	Y53C12B.2.1	RNA-binding protein pno-1  [Source:UniProtKB/Swiss-Prot;Acc:O18216]	II	9738982	9742884	-1
19032	WBGene00013144	pno-1	Y53C12B.2.2	RNA-binding protein pno-1  [Source:UniProtKB/Swiss-Prot;Acc:O18216]	II	9738982	9742884	-1
19033	WBGene00013145	cutl-2	Y53C12B.6.1	CUTiclin-Like  [Source:UniProtKB/TrEMBL;Acc:O18213]	II	9721828	9724526	-1
19034	WBGene00013146	Y53C12B.7	Y53C12B.7.1		II	9750442	9752317	-1
19035	WBGene00013147	eyg-1	Y53C12C.1.1	EYG (Drosophila eyegone) homolog  [Source:UniProtKB/TrEMBL;Acc:O01996]	II	9826513	9827926	-1
19036	WBGene00013148	Y53F4A.2	Y53F4A.2.1		II	14876147	14877164	-1
19037	WBGene00013149	Y53F4B.1	Y53F4B.1.1		II	14954278	14958189	-1
19038	WBGene00013150	pole-4	Y53F4B.3.1		II	14968633	14969354	-1
19039	WBGene00013151	nsun-5	Y53F4B.4a.1	Nop2 (NOP2)/SUN domain family member  [Source:UniProtKB/TrEMBL;Acc:Q9NAA8]	II	14969617	14977005	1
19040	WBGene00013151	nsun-5	Y53F4B.4b.1	Nop2 (NOP2)/SUN domain family member  [Source:UniProtKB/TrEMBL;Acc:Q9NAA8]	II	14969617	14977005	1
19041	WBGene00013151	nsun-5	Y53F4B.4b.2	Nop2 (NOP2)/SUN domain family member  [Source:UniProtKB/TrEMBL;Acc:Q9NAA8]	II	14969617	14977005	1
19042	WBGene00013151	nsun-5	Y53F4B.4c.1	Nop2 (NOP2)/SUN domain family member  [Source:UniProtKB/TrEMBL;Acc:Q9NAA8]	II	14969617	14977005	1
19043	WBGene00013152	Y53F4B.5	Y53F4B.5.1		II	14982592	14984009	-1
19044	WBGene00013154	Y53F4B.7	Y53F4B.7.1		II	14992898	14993403	1
19045	WBGene00013156	Y53F4B.9	Y53F4B.9.1		II	15004869	15010416	-1
19046	WBGene00013157	Y53F4B.10	Y53F4B.10.1		II	15001896	15003510	-1
19047	WBGene00013158	Y53F4B.11	Y53F4B.11a.1		II	15010748	15013408	1
19048	WBGene00013158	Y53F4B.11	Y53F4B.11b.1		II	15010748	15013408	1
19049	WBGene00013159	Y53F4B.12	Y53F4B.12a.1		II	15019223	15025768	1
19050	WBGene00013159	Y53F4B.12	Y53F4B.12b.1		II	15019223	15025768	1
19051	WBGene00013160	Y53F4B.13	Y53F4B.13a.1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9NAA5]	II	15026137	15037807	1
19052	WBGene00013160	Y53F4B.13	Y53F4B.13b.1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9NAA5]	II	15026137	15037807	1
19053	WBGene00013160	Y53F4B.13	Y53F4B.13c.1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9NAA5]	II	15026137	15037807	1
19054	WBGene00013160	Y53F4B.13	Y53F4B.13d.1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9NAA5]	II	15026137	15037807	1
19055	WBGene00013161	Y53F4B.14	Y53F4B.14a.1		II	15037991	15039297	1
19056	WBGene00013161	Y53F4B.14	Y53F4B.14b.1		II	15037991	15039297	1
19057	WBGene00013162	Y53F4B.16	Y53F4B.16.1		II	15052085	15055718	-1
19058	WBGene00013163	Y53F4B.17	Y53F4B.17.1		II	15058227	15062057	1
19059	WBGene00013164	Y53F4B.18	Y53F4B.18.1		II	15064267	15071671	-1
19060	WBGene00013165	Y53F4B.19	Y53F4B.19.1	Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:Q9NAA1]	II	15077218	15079475	1
19061	WBGene00013166	Y53F4B.20	Y53F4B.20.1		II	15084476	15089626	1
19062	WBGene00013167	Y53F4B.21	Y53F4B.21.1		II	15090172	15109042	1
19063	WBGene00013168	arp-1	Y53F4B.22a.1	Actin-Related Proteins  [Source:UniProtKB/TrEMBL;Acc:U4PR70]	II	15120301	15123345	1
19064	WBGene00013168	arp-1	Y53F4B.22a.2	Actin-Related Proteins  [Source:UniProtKB/TrEMBL;Acc:U4PR70]	II	15120301	15123345	1
19065	WBGene00013168	arp-1	Y53F4B.22b.1	Actin-Related Proteins  [Source:UniProtKB/TrEMBL;Acc:U4PR70]	II	15120301	15123345	1
19066	WBGene00013168	arp-1	Y53F4B.22b.2	Actin-Related Proteins  [Source:UniProtKB/TrEMBL;Acc:U4PR70]	II	15120301	15123345	1
19067	WBGene00013169	Y53F4B.23	Y53F4B.23.1		II	15124504	15126365	1
19068	WBGene00013170	Y53F4B.24	Y53F4B.24.1		II	15131566	15134424	-1
19069	WBGene00013171	Y53F4B.25	Y53F4B.25a.1		II	15136186	15145370	1
19070	WBGene00013171	Y53F4B.25	Y53F4B.25b.1		II	15136186	15145370	1
19071	WBGene00013172	Y53F4B.26	Y53F4B.26.1		II	15140476	15140981	-1
19072	WBGene00013173	Y53F4B.27	Y53F4B.27a.1		II	15145894	15151934	1
19073	WBGene00013173	Y53F4B.27	Y53F4B.27b.1		II	15145894	15151934	1
19074	WBGene00013175	Y53F4B.36	Y53F4B.36.1		II	15175943	15177271	1
19075	WBGene00013176	Y53F4B.39	Y53F4B.39a.1	Beta-lactamase-like protein 2 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q95Q18]	II	15110144	15116306	1
19076	WBGene00013176	Y53F4B.39	Y53F4B.39a.2	Beta-lactamase-like protein 2 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q95Q18]	II	15110144	15116306	1
19077	WBGene00013176	Y53F4B.39	Y53F4B.39b.1	Beta-lactamase-like protein 2 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q95Q18]	II	15110144	15116306	1
19078	WBGene00013177	rsy-1	Y53H1A.1a.1	Regulator of SYnapse formation  [Source:UniProtKB/TrEMBL;Acc:Q9U252]	I	11216118	11221995	-1
19079	WBGene00013177	rsy-1	Y53H1A.1b.1	Regulator of SYnapse formation  [Source:UniProtKB/TrEMBL;Acc:Q9U252]	I	11216118	11221995	-1
19080	WBGene00013178	Y53H1A.2	Y53H1A.2a.1		I	11222326	11224400	1
19081	WBGene00013178	Y53H1A.2	Y53H1A.2b.1		I	11222326	11224400	1
19082	WBGene00013178	Y53H1A.2	Y53H1A.2c		I	11222326	11224400	1
19083	WBGene00013179	clec-100	Y53H1A.3.1	C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:Q9NA92]	I	11234302	11235176	-1
19084	WBGene00013180	cutl-10	Y53H1B.1.1	CUTiclin-Like  [Source:UniProtKB/TrEMBL;Acc:Q9U250]	I	11294593	11297206	-1
19085	WBGene00013181	Y53H1B.2	Y53H1B.2.1		I	11292662	11294197	-1
19086	WBGene00013182	Y53H1B.4	Y53H1B.4.1		I	11300743	11301662	1
19087	WBGene00013184	clpr-4	Y53H1B.6.1	CaLPain Related  [Source:UniProtKB/TrEMBL;Acc:Q9XU14]	I	11302286	11305218	1
19088	WBGene00013186	Y53H1C.3	Y53H1C.3.1		I	11417844	11421236	1
19089	WBGene00013187	npr-34	Y54E2A.1.1	NeuroPeptide Receptor family  [Source:UniProtKB/TrEMBL;Acc:G5EDR6]	II	14734410	14739243	-1
19090	WBGene00013188	smg-9	Y54E2A.2.1		II	14746890	14752489	-1
19091	WBGene00013189	Y54E2A.4	Y54E2A.4a.1		II	14754622	14778149	1
19092	WBGene00013189	Y54E2A.4	Y54E2A.4b.1		II	14754622	14778149	1
19093	WBGene00013189	Y54E2A.4	Y54E2A.4c.1		II	14754622	14778149	1
19094	WBGene00013190	Y54E2A.5	Y54E2A.5.1		II	14755979	14757811	-1
19095	WBGene00013192	Y54E2A.7	Y54E2A.7.1		II	14771872	14773006	-1
19096	WBGene00013193	Y54E2A.8	Y54E2A.8a.1		II	14778345	14782723	1
19097	WBGene00013193	Y54E2A.8	Y54E2A.8b.1		II	14778345	14782723	1
19098	WBGene00013194	Y54E2A.9	Y54E2A.9.1		II	14785184	14785995	-1
19099	WBGene00013195	Y54E2A.10	Y54E2A.10.1		II	14791101	14792554	1
19100	WBGene00013196	tbc-20	Y54E2A.12a.1	TBC (Tre-2/Bub2/Cdc16) domain family  [Source:UniProtKB/TrEMBL;Acc:Q9XWI2]	II	14798472	14800971	1
19101	WBGene00013196	tbc-20	Y54E2A.12b.1	TBC (Tre-2/Bub2/Cdc16) domain family  [Source:UniProtKB/TrEMBL;Acc:Q9XWI2]	II	14798472	14800971	1
19102	WBGene00013196	tbc-20	Y54E2A.12b.2	TBC (Tre-2/Bub2/Cdc16) domain family  [Source:UniProtKB/TrEMBL;Acc:Q9XWI2]	II	14798472	14800971	1
19103	WBGene00013197	ttm-5	Y54E5A.1.1	Putative sphingolipid delta(4)-desaturase/C4-monooxygenase  [Source:UniProtKB/Swiss-Prot;Acc:G5EC63]	I	14688639	14691736	-1
19104	WBGene00013198	Y54E5A.2	Y54E5A.2.1		I	14694154	14700392	1
19105	WBGene00013200	Y54E5A.5	Y54E5A.5.1		I	14707059	14707875	-1
19106	WBGene00013201	dus-2	Y54E5A.6.1	DihydroUridine Synthase two homolog  [Source:UniProtKB/TrEMBL;Acc:Q9XWJ9]	I	14708195	14710961	-1
19107	WBGene00013202	Y54E5A.7	Y54E5A.7a.1		I	14711081	14715030	1
19108	WBGene00013202	Y54E5A.7	Y54E5A.7b.1		I	14711081	14715030	1
19109	WBGene00013202	Y54E5A.7	Y54E5A.7c.1		I	14711081	14715030	1
19110	WBGene00013202	Y54E5A.7	Y54E5A.7d.1		I	14711081	14715030	1
19111	WBGene00013203	Y54E5A.8	Y54E5A.8a.1		I	14716528	14719027	1
19112	WBGene00013203	Y54E5A.8	Y54E5A.8b		I	14716528	14719027	1
19113	WBGene00013203	Y54E5A.8	Y54E5A.8c.1		I	14716528	14719027	1
19114	WBGene00013203	Y54E5A.8	Y54E5A.8c.2		I	14716528	14719027	1
19115	WBGene00013203	Y54E5A.8	Y54E5A.8d.1		I	14716528	14719027	1
19116	WBGene00013203	Y54E5A.8	Y54E5A.8d.2		I	14716528	14719027	1
19117	WBGene00013203	Y54E5A.8	Y54E5A.8e.1		I	14716528	14719027	1
19118	WBGene00013204	Y54E5B.2	Y54E5B.2.1		I	14815706	14820222	-1
19119	WBGene00013207	zipt-2.3	Y54G9A.4.1	Zrt (ZRT), Irt-(IRT-) like Protein Transporter  [Source:UniProtKB/TrEMBL;Acc:Q9XWH3]	II	13712921	13715893	-1
19120	WBGene00013208	Y54G9A.5	Y54G9A.5.1		II	13722964	13725037	1
19121	WBGene00013209	bub-3	Y54G9A.6.1	Mitotic checkpoint protein bub-3  [Source:UniProtKB/Swiss-Prot;Acc:Q9XWH0]	II	13726062	13729610	1
19122	WBGene00013210	Y54G9A.7	Y54G9A.7.1	2O16  [Source:UniProtKB/TrEMBL;Acc:G5EC67]	II	13724978	13725805	-1
19123	WBGene00013211	Y54G9A.9	Y54G9A.9.1		II	13729716	13731543	1
19124	WBGene00013212	Y54G11A.1	Y54G11A.1.1		II	14257573	14269192	-1
19125	WBGene00013213	Y54G11A.2	Y54G11A.2.1		II	14252357	14255705	1
19126	WBGene00013214	Y54G11A.3	Y54G11A.3.1		II	14276621	14283973	1
19127	WBGene00013215	Y54G11A.4	Y54G11A.4.1		II	14292824	14296055	1
19128	WBGene00013216	Y54G11A.7	Y54G11A.7.1		II	14297305	14299633	1
19129	WBGene00013217	ddl-3	Y54G11A.8a.1	Daf-16-Dependent Longevity (WT but not daf-16 lifespan increased)  [Source:UniProtKB/TrEMBL;Acc:Q9XW00]	II	14340068	14344454	-1
19130	WBGene00013217	ddl-3	Y54G11A.8b.1	Daf-16-Dependent Longevity (WT but not daf-16 lifespan increased)  [Source:UniProtKB/TrEMBL;Acc:Q9XW00]	II	14340068	14344454	-1
19131	WBGene00013218	Y54G11A.9	Y54G11A.9.1		II	14344545	14346438	-1
19132	WBGene00013218	Y54G11A.9	Y54G11A.9.2		II	14344545	14346438	-1
19133	WBGene00013219	Y54G11A.11	Y54G11A.11.1	Transcription elongation factor 1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q9XVZ8]	II	14349783	14350795	1
19134	WBGene00013219	Y54G11A.11	Y54G11A.11.2	Transcription elongation factor 1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q9XVZ8]	II	14349783	14350795	1
19135	WBGene00013220	ctl-3	Y54G11A.13a.1	Catalase  [Source:UniProtKB/TrEMBL;Acc:Q8MYL7]	II	14307854	14310779	-1
19136	WBGene00013220	ctl-3	Y54G11A.13b.1	Catalase  [Source:UniProtKB/TrEMBL;Acc:Q8MYL7]	II	14307854	14310779	-1
19137	WBGene00013221	Y54G11A.14	Y54G11A.14a.1		II	14318158	14320917	1
19138	WBGene00013221	Y54G11A.14	Y54G11A.14b.1		II	14318158	14320917	1
19139	WBGene00013222	dmsr-6	Y54G11B.1.1	DroMyoSuppressin Receptor related  [Source:UniProtKB/TrEMBL;Acc:G5EGR5]	II	14455632	14464911	1
19140	WBGene00013222	dmsr-6	Y54G11B.1.2	DroMyoSuppressin Receptor related  [Source:UniProtKB/TrEMBL;Acc:G5EGR5]	II	14455632	14464911	1
